Date,Type,Day1,Day2,Day3,Comments
2022-08-18,Sheath,0,0,0,
2022-08-23,LB,0,0,0,
2022-08-23,Sheath,0,0,0,
2022-08-24,LB,0,0,0,
2022-08-24,Sheath,0,0,0,
2022-08-25,LB,0,0,0,
2022-08-25,Sheath,0,0,0,
2022-08-29,LB,0,0,0,
2022-08-29,Sheath,0,0,0,
2022-09-02,LB,0,0,0,
2022-09-02,Sheath,0,0,0,
2022-09-07,LB,0,0,0,
2022-09-07,Sheath,0,0,0,
2022-09-08,LB,0,0,0,
2022-09-08,Sheath,0,0,0,
2022-09-08,LB,0,0,0,
2022-09-08,Sheath,0,0,0,
2022-09-09,LB,0,0,0,
2022-09-09,Sheath,0,0,0,
2022-09-12,LB,0,0,0,
2022-09-12,Sheath,0,0,0,
2022-09-13,LB,0,0,0,
2022-09-13,Sheath,0,0,0,
2022-09-14,LB,0,0,0,
2022-09-14,Sheath,0,0,0,
2022-09-15,LB,0,0,0,
2022-09-15,Sheath,0,0,0,
2022-09-16,LB,0,0,0,
2022-09-16,Sheath,0,0,0,
2022-09-19,LB,0,0,0,
2022-09-19,Sheath,0,0,0,
2022-09-20,LB,0,0,0,
2022-09-20,Sheath,0,0,0,
2022-09-21,LB,0,0,0,
2022-09-21,Sheath,0,0,0,
2022-09-22,LB,0,0,0,
2022-09-22,Sheath,0,0,0,Sheath dried out
2022-09-23,LB,0,0,0,
2022-09-23,Sheath,1,1,1,After Aria maintenance. No sorts on 9/23/22 and ethanol shutdown
2022-09-26,LB,0,0,0,
2022-09-26,Sheath,0,0,0,
2022-09-27,LB,0,0,0,
2022-09-27,Sheath,0,0,0,
2022-09-28,LB,0,0,0,
2022-09-28,Sheath,0,0,0,
2022-09-30,LB,0,0,0,
2022-09-30,Sheath,0,0,0,
2022-10-03,LB,0,0,0,
2022-10-03,Sheath,0,0,0,
2022-10-04,LB,0,0,0,
2022-10-04,Sheath,0,1,1,MT practice; will check next day's tube
2022-10-05,LB,0,0,0,
2022-10-05,Sheath,0,1,1,MT practice; will check next day's tube
2022-10-06,LB,0,0,0,Same sheath as above; all good
2022-10-06,Sheath,0,0,0,
2022-10-07,LB,0,0,0,Performed ethanol clean before sort due to 10/5 and 10/6 contamination
2022-10-07,Sheath,0,0,0,
2022-10-10,LB,0,0,0,
2022-10-10,Sheath,0,0,0,
2022-10-11,LB,0,0,0,
2022-10-11,Sheath,0,0,0,
2022-10-12,LB,0,0,0,
2022-10-12,Sheath,0,0,0,
2022-10-13,LB,0,0,0,
2022-10-13,Sheath,0,0,0,
2022-10-20,LB,0,0,0,
2022-10-20,Sheath,0,0,0,
2022-10-24,LB,0,0,0,
2022-10-24,Sheath,0,0,0,
2022-11-01,LB,0,0,0,
2022-11-01,Sheath,0,0,0,
2022-11-09,LB,0,0,0,
2022-11-09,Sheath,0,0,0,
2022-11-10,LB,0,0,0,
2022-11-10,Sheath,0,0,0,
2022-11-16,LB,0,0,0,
2022-11-16,Sheath,0,0,0,
2022-11-17,LB,0,0,0,
2022-11-17,Sheath,0,0,0,
2022-12-07,LB,0,0,,
2022-12-07,Sheath,0,0,,
2022-12-08,LB,0,0,0,
2022-12-08,Sheath,0,0,0,
2022-12-09,LB,0,0,0,
2022-12-09,Sheath,0,0,0,
2022-12-12,LB,0,0,0,
2022-12-12,Sheath,0,0,0,
2022-12-13,LB,0,0,0,
2022-12-13,Sheath,0,0,0,
2022-12-14,LB,0,0,0,
2022-12-14,Sheath,0,0,0,
2022-12-15,LB,0,0,0,
2022-12-15,Sheath,0,0,0,
2022-12-16,LB,0,0,0,
2022-12-16,Sheath,0,0,0,
2022-12-19,LB,0,0,0,
2022-12-19,Sheath,0,0,0,
2022-12-20,LB,0,0,,yellow- Couldn't check bc holiday
2022-12-20,Sheath,0,0,,
2022-12-21,LB,0,,,yellow- Couldn't check bc holiday
2022-12-21,Sheath,0,,,
2021-07-09,LB,0,,,
2021-07-09,Sheath,0,,,
2021-07-12,LB,0,0,0,
2021-07-12,Sheath,0,0,0,
2021-07-13,LB,0,0,0,
2021-07-13,Sheath,0,1,1,discarded
2021-07-15,LB,0,0,,
2021-07-15,Sheath,0,0,,discarded
2021-07-20,LB,0,0,0,
2021-07-20,Sheath,0,0,0,
2021-07-21,LB,0,0,0,
2021-07-21,Sheath,0,0,0,
