"Date","Type","Day1","Day2","Day3","Comments"
2024-05-28,"LB","0","0","0",""
2024-05-28,"Sheath","0","0","0",""
2024-05-29,"LB","0","0","0",""
2024-05-29,"Sheath","0","0","0",""
2024-05-30,"LB","0","","0",""
2024-05-30,"Sheath","0","","0",""
2024-05-31,"LB","","","0",""
2024-05-31,"Sheath","","","0",""
2024-06-05,"LB","0","0","0",""
2024-06-05,"Sheath","0","0","0",""
2024-06-06,"LB","0","","0",""
2024-06-06,"Sheath","0","","0",""
2024-06-07,"LB","","","0",""
2024-06-07,"Sheath","","","0",""
2024-06-10,"LB","0","0","0",""
2024-06-10,"Sheath","0","0","0",""
2024-06-11,"LB","0","0","0",""
2024-06-11,"Sheath","0","0","0",""
2024-06-12,"LB","0","0","0",""
2024-06-12,"Sheath","0","0","0",""
2024-06-13,"LB","0","","0",""
2024-06-13,"Sheath","0","","0",""
2024-06-14,"LB","","","0",""
2024-06-14,"Sheath","","","0",""
2024-06-17,"LB","0","0","0",""
2024-06-17,"Sheath","0","0","0",""
2024-06-18,"LB","0","0","0",""
2024-06-18,"Sheath","0","0","0",""
2024-06-21,"LB","","","0",""
2024-06-21,"Sheath","","","0",""
2024-06-24,"LB","0","0","0",""
2024-06-24,"Sheath","0","0","0",""
2024-06-25,"LB","0","0","0",""
2024-06-25,"Sheath","0","0","0",""
2024-06-26,"LB","0","0","0",""
2024-06-26,"Sheath","0","0","0",""
2024-06-05,"LB","0","0","0",""
2024-06-05,"Sheath","0","0","0",""
2024-06-06,"LB","0","","0",""
2024-06-06,"Sheath","0","","0",""
2024-06-07,"LB","","","0",""
2024-06-07,"Sheath","","","0",""
2024-06-10,"LB","0","0","0",""
2024-06-10,"Sheath","0","0","0",""
2024-06-11,"LB","0","0","0",""
2024-06-11,"Sheath","0","0","0",""
2024-06-12,"LB","0","0","0",""
2024-06-12,"Sheath","0","0","0",""
2024-06-13,"LB","0","","0",""
2024-06-13,"Sheath","0","","0",""
2024-06-14,"LB","","","0",""
2024-06-14,"Sheath","","","0",""
2024-06-17,"LB","0","0","0",""
2024-06-17,"Sheath","0","0","0",""
2024-06-18,"LB","0","0","0",""
2024-06-18,"Sheath","0","0","0",""
2024-06-21,"LB","","","0",""
2024-06-21,"Sheath","","","0",""
2024-06-24,"LB","0","0","0",""
2024-06-24,"Sheath","0","0","0",""
2024-06-25,"LB","0","0","0",""
2024-06-25,"Sheath","0","0","0",""
2024-06-26,"LB","0","0","0",""
2024-06-26,"Sheath","0","0","0",""
2024-07-01,"LB","0","0","0",""
2024-07-01,"Sheath","0","0","0",""
2024-07-03,"LB","","","0",""
2024-07-03,"Sheath","","","0",""
2024-07-08,"LB","0","0","0",""
2024-07-08,"Sheath","0","0","0",""
2024-07-11,"LB","0","","0",""
2024-07-11,"Sheath","0","","0",""
2024-07-12,"LB","","","0",""
2024-07-12,"Sheath","","","0",""
2024-07-15,"LB","0","0","0",""
2024-07-15,"Sheath","0","0","0",""
2024-07-22,"LB","0","0","0",""
2024-07-22,"Sheath","0","0","0",""
2024-07-23,"LB","0","0","0",""
2024-07-23,"Sheath","0","0","0",""
2024-07-24,"LB","0","0","0",""
2024-07-24,"Sheath","0","0","0",""
2024-07-30,"LB","","","",""
2024-07-30,"Sheath","","","",""
2024-07-31,"LB","","","",""
2024-07-31,"Sheath","","","",""
2024-08-01,"LB","0","","0",""
2024-08-01,"Sheath","0","","0",""
2024-08-02,"LB","","","0",""
2024-08-02,"Sheath","","","0",""
2024-08-05,"LB","0","0","0",""
2024-08-05,"Sheath","0","0","0",""
2024-08-06,"LB","0","0","0",""
2024-08-06,"Sheath","0","0","0",""
2024-08-07,"LB","0","0","",""
2024-08-07,"Sheath","0","0","",""
2024-08-08,"LB","0","","",""
2024-08-08,"Sheath","0","","",""
2024-08-09,"LB","","","0",""
2024-08-09,"Sheath","","","0",""
2024-08-12,"LB","0","0","0",""
2024-08-12,"Sheath","0","0","0",""
2024-08-13,"LB","0","","0",""
2024-08-13,"Sheath","0","","0",""
2024-08-14,"LB","","0","0",""
2024-08-14,"Sheath","","0","0",""
2024-08-16,"LB","","","0",""
2024-08-16,"Sheath","","","0",""
2024-08-19,"LB","0","0","0",""
2024-08-19,"Sheath","0","0","0",""
2024-08-20,"LB","0","0","0",""
2024-08-20,"Sheath","0","0","0",""
2024-08-21,"LB","0","0","",""
2024-08-21,"Sheath","0","0","",""
2024-08-22,"LB","0","","0",""
2024-08-22,"Sheath","0","","0",""
2024-08-26,"LB","0","0","0",""
2024-08-26,"Sheath","0","0","0",""
2024-08-27,"LB","0","0","0",""
2024-08-27,"Sheath","0","0","0",""
2024-08-28,"LB","0","0","0",""
2024-08-28,"Sheath","0","0","1",""
2024-08-29,"LB","0","","0",""
2024-08-29,"Sheath","0","","0",""
2024-08-30,"LB","","","0",""
2024-08-30,"Sheath","","","0",""
2024-09-03,"LB","0","0","0","Mikayla out 9-06 to 9-10"
2024-09-03,"Sheath","0","0","0",""
2024-09-05,"LB","","","0",""
2024-09-05,"Sheath","","","0",""
2024-09-11,"LB","0","0","0",""
2024-09-11,"Sheath","0","0","0",""
2024-09-12,"LB","0","","0",""
2024-09-12,"Sheath","0","","0",""
2024-09-13,"LB","","","0",""
2024-09-13,"Sheath","","","0",""
2024-09-19,"LB","0","","0",""
2024-09-19,"Sheath","0","","0",""
2024-09-20,"LB","","","0",""
2024-09-20,"Sheath","","","0",""
2024-09-24,"LB","0","0","0",""
2024-09-24,"Sheath","0","0","0",""
2024-09-25,"LB","0","0","0",""
2024-09-25,"Sheath","0","0","0",""
2024-09-27,"LB","","","0",""
2024-09-27,"Sheath","","","0",""
2024-09-30,"LB","0","0","0",""
2024-09-30,"Sheath","0","0","0",""
2024-10-01,"LB","0","0","0",""
2024-10-01,"Sheath","0","0","0",""
2024-10-02,"LB","0","0","0",""
2024-10-02,"Sheath","0","0","0",""
2024-10-03,"LB","0","","0",""
2024-10-03,"Sheath","0","","0",""
2024-10-07,"LB","0","0","0",""
2024-10-07,"Sheath","0","0","0",""
2024-10-08,"LB","0","0","0",""
2024-10-08,"Sheath","0","0","0",""
2024-10-09,"LB","0","","0",""
2024-10-09,"Sheath","0","","0",""
2024-10-10,"LB","","","0",""
2024-10-10,"Sheath","","","0",""
2024-10-15,"LB","0","0","0",""
2024-10-15,"Sheath","0","0","0",""
2024-10-16,"LB","0","0","0",""
2024-10-16,"Sheath","0","0","0",""
2024-10-17,"LB","0","","0",""
2024-10-17,"Sheath","0","","0",""
2024-10-18,"LB","","","0",""
2024-10-18,"Sheath","","","0",""
2024-10-21,"LB","0","","0",""
2024-10-21,"Sheath","0","","0",""
2024-10-23,"LB","","0","0",""
2024-10-23,"Sheath","","0","0",""
2024-10-25,"LB","","","",""
2024-10-25,"Sheath","","","",""
2024-10-29,"LB","0","0","0",""
2024-10-29,"Sheath","0","0","0",""
2024-10-30,"LB","0","0","0",""
2024-10-30,"Sheath","0","0","0",""
2024-10-31,"LB","0","","0",""
2024-10-31,"Sheath","0","","0",""
2024-11-07,"LB","0","","0",""
2024-11-07,"Sheath","0","","0",""
2024-11-08,"LB","","","0",""
2024-11-08,"Sheath","","","0",""
2024-11-11,"LB","0","0","0",""
2024-11-11,"Sheath","0","0","0",""
2024-11-12,"LB","0","0","0",""
2024-11-12,"Sheath","0","0","0",""
2024-11-13,"LB","0","0","0",""
2024-11-13,"Sheath","0","0","0",""
2024-11-14,"LB","0","0","0",""
2024-11-14,"Sheath","0","0","0",""
2024-11-18,"LB","0","0","0",""
2024-11-18,"Sheath","0","1","1",""
2024-11-19,"LB","0","0","0",""
2024-11-19,"Sheath","0","0","0",""
2024-11-20,"LB","0","0","0",""
2024-11-20,"Sheath","0","0","0",""
2024-11-25,"LB","0","","",""
2024-11-25,"Sheath","0","","",""
2024-12-03,"LB","0","0","0",""
2024-12-03,"Sheath","0","0","0",""
2024-12-09,"LB","0","0","0",""
2024-12-09,"Sheath","0","0","0",""
2024-12-16,"LB","0","0","0",""
2024-12-16,"Sheath","0","0","0",""
2025-01-07,"LB","0","","",""
2025-01-07,"Sheath","1","1","1",""
