Tube Inoculation Date: 1-7-20, Read 1:   1-8-20,Read 2: 1-9-20,Read 3: 1-10-20,Comments,,,,7-
Sheath,-,-,,,,,,
"Vikas, Sample Buffer",-,-,,,,,,
"Vikas, Collection Buffer",-,-,,,,,,
"Xiaobei, Sample Buffer",-,-,,,,,,
"Xiaobei, Collection Buffer",-,-,,,,,,
,,,,,,,,
Tube Inoculation Date: 1-31-20, Read 1:   2-3-20,Read 2: ,Read 3:,Comments,,,,
LB,-,,,,,,,
Sheath,-,,,,,,,
"Vikas, Sample Buffer",-,,,,,,,
"Vikas, Collection Buffer",-,,,,,,,
,,,,,,,,
Tube Inoculation Date: 2-3-20, Read 1:   2-4-2020,Read 2: 2-5-2020,Read 3: 2-6-2020,Comments,,,,
LB,-,-,-,,,,,
Sheath,-,-,-,,,,,
"Kevin, Sample Buffer",-,-,-,All samples discarded 2/6/20,,,,
"Kenny, Sample Buffer",-,-,-,,,,,
,,,,,,,,
Tube Inoculation Date: 2-4-20, Read 1:   2-5-2020,Read 2: 2-6-2020,Read 3: 2-7-2020,Comments,,,,
LB,-,-,-,,,,,
Sheath,-,-,-,,,,,
"Vikas, Sample Buffer",-,-,-,discarded 2/7/20,,,,
"Vikas, Collection Buffer",-,-,-,,,,,
"Anna, Sample Buffer",-,-,-,,,,,
,,,,,,,,
Tube Inoculation Date: 2-5-20,Read 1: 2-6-2020,Read 2: 2-7-2020,Read 3: 2--10-2020,Comments,,,,
LB,-,-,-,,,,,
Sheath,-,-,-,,,,,
Bromburge Buffer,-,-,-,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Tube Inoculation Date: 2-6-20,Read 1: 2-7-2020,Read 2: 2-10-2020,,Comments,,,,
LB,-,-,,,,,,
Sheath,-,-,,,,,,
,-,-,,,,,,
,,,,,,,,
Tube Inoculation Date: 2-7-20,Read 1: 2-10-2020,Read 2: 2-11-2020,,Comments,,,,
LB,,,,,,,,
Sheath,,,,,,,,
,,,,,,,,
Tube Inoculation Date: 2-10-20, Read 1:   2-11-2020,Read 2: 2-12-2020,Read 3: 2-13-2020,Comments,,,,
LB,-,-,-,,,,,
Sheath,-,-,-,,,,,
"Brandon, Sample Buffer",-,-,-,,,,,
"Young, Sample Buffer",-,-,-,,,,,
"Young, Collection Buffer",-,-,-,,,,,
,,,,,,,,
Tube Inoculation Date: 2-12-20, Read 1:   2-11-2020,Read 2: 2-12-2020,Read 3: 2-13-2020,Comments,,,,
LB,-,-,-,,,,,
Sheath,-,-,-,,,,,
"Anna, Sample Buffer",-,-,-,,,,,
,,,,,,,,
Tube Inoculation Date: 2-13-20, Read 1:   2-14-2020,Read 2: 2-17-2020,Read 3: 02-18-20,Comments,,,,
LB,-,-,-,,,,,
Sheath,-,-,-,discarded 02/18/20,,,,
"Brandon, Sample Buffer",-,-,-,,,,,
,,,,,,,,
Tube Inoculation Date: 2-17-20, Read 1:   2-18-2020,Read 2: 2-19-2020,Read 3: 2-20-2020,Comments,,,,
LB,-,-,-,,,,,
Sheath,-,-,-,discarded 2/20/20,,,,
"Vikas, Sample Buffer",-,-,-,,,,,
"Vikas, Collection Buffer",-,-,-,,,,,
,,,,,,,,
Tube Inoculation Date: 2-18-20, Read 1:   2-19-2020,Read 2: 2-20-2020,Read 3: 2-23-2020,Comments,,,,
LB,-,-,-,,,,,
Sheath,-,-,-,,,,,
"Vikas, Sample Buffer",-,-,-,discared 2-23-20,,,,
"Vikas, Collection Buffer",-,-,-,,,,,
,,,,,,,,
Tube Inoculation Date: 2-19-20 KFU, Read 1:   2-20-2020,Read 2: 2-21-2020,Read 3: 2-23-2020,Comments,,,,
LB,-,-,-,,,,,
Sheath,-,-,-,discarded 2-23-20,,,,
"Vikas, Sample Buffer",-,-,-,,,,,
,,,,,,,,
Tube Inoculation Date: 2-20-20 KFU, Read 1:   2-21-2020,Read 2: 2-23-2020,Read 3: 2-24-2020,Comments,,,,
LB,-,-,-,discareded 2-24-20,,,,
Sheath,-,-,-,,,,,
,,,,,,,,
Tube Inoculation Date: 2-27-20 KFU, Read 1:   2-28-2020,Read 2: 3-2-20,Read 3: 3-3-20,Comments,,,,
LB,-,-,,,,,,
Sheath,-,-,,,,,,
Sorting Media,,,,,,,,
,,,,,,,,
Tube Inoculation Date: 3-2-20, Read 1:  ,Read 2: ,Read 3:,Comments,,,,
LB,-,-,-,,,,,
Sheath,-,-,-,,,,,
"Dominique, Sample Buffer",-,-,-,,,,,
"Dominique, Collection Buffer",-,-,-,,,,,
,,,,,,,,
Tube Inoculation Date: 3-3-20, Read 1:  ,Read 2: ,Read 3:,Comments,,,,
LB,-,-,-,,,,,
Sheath,-,-,-,,,,,
"Brandon, Sample Buffer",-,-,-,,,,,
"Vikas, Sample Buffer",-,-,-,,,,,
"Vikas, Collection Buffer",-,-,-,,,,,
,,,,,,,,
Tube Inoculation Date: 3-4-20, Read 1:  ,Read 2: ,Read 3:,Comments,,,,
LB,-,-,-,,,,,
Sheath,-,-,-,,,,,
"Lushen, Sample Buffer",-,-,-,,,,,
"Lushen, Collection Buffer",-,-,-,,,,,
,,,,,,,,
Tube Inoculation Date: 3-5-20, Read 1:  ,Read 2: ,Read 3:,Comments,,,,
LB,-,-,-,,,,,
Sheath,-,-,-,,,,,
"Alexa, Sample Buffer",-,-,-,,,,,
"Alexa, Collection Buffer",-,-,+,,,,,
,,,,,,,,
Tube Inoculation Date: 3-10-20, Read 1:  ,Read 2: ,Read 3:,Comments,,,,
LB,-,-,-,,,,,
Sheath,-,-,-,,,,,
"Vikas, Sample Buffer",-,-,-,,,,,
"Vikas, Collection Buffer",-,-,-,,,,,
,,,,,,,,
Tube Inoculation Date: 3-10-20, Read 1:  ,Read 2: ,Read 3:,Comments,,,,
LB,-,-,-,,,,,
Sheath,-,-,-,,,,,
"Vikas, Sample Buffer",-,-,-,,,,,
"Vikas, Collection Buffer",-,-,-,,,,,
,,,,,,,,
Tube Inoculation Date: 3-10-20, Read 1:  ,Read 2: ,Read 3:,Comments,,,,
LB,-,-,-,,,,,
Sheath,-,-,-,,,,,
"Vikas, Sample Buffer",-,-,-,,,,,
"Vikas, Collection Buffer",-,-,-,,,,,
,,,,,,,,
Tube Inoculation Date: 3-11-20, Read 1:  ,Read 2: ,Read 3:,Comments,,,,
LB,-,-,-,,,,,
Sheath,-,-,-,,,,,
"Vikas, Sample Buffer",-,-,-,,,,,
"Vikas, Collection Buffer",-,-,-,,,,,
,,,,,,,,
Tube Inoculation Date: 3-12-20, Read 1:  ,Read 2: ,Read 3:,Comments,,,,
LB,-,-,,,,,,
Sheath,-,-,,,,,,
"Allan, Sample Buffer",-,-,,,,,,
"Anne, Sample Buffer",-,-,,,,,,
,,,,,,,,
Tube Inoculation Date: 3-13-20, Read 1:  ,Read 2: ,Read 3:,Comments,,,,
LB,-,,,,,,,
Sheath,-,,,,,,,
"Vikas, Sample Buffer",-,,,,,,,
"Vikas, Collection Buffer",-,,,,,,,
,,,,,,,,
Tube Inoculation Date: 3-17-20, Read 1:  ,Read 2: ,Read 3:,Comments,,,,
LB,-,-,-,,,,,
Sheath,-,-,-,,,,,
"Lushen, Sample Buffer",-,-,-,,,,,
"Lushen, Collection Buffer",-,-,-,,,,,
"Vikas, Sample Buffer",-,-,-,,,,,
"Vikas, Collection Buffer",-,-,-,,,,,
,,,,,,,,
Tube Inoculation Date: 4-1-20, Read 1:   ,Read 2: ,Read 3:,Comments,,,,
LB,,,,,,,,
Sheath,,,,,,,,
,,,,,,,,
Tube Inoculation Date: 5-1-19, Read 1:   ,Read 2:,Read 3:,Comments,,,,
LB,,,,,,,,
Sheath,,,,,,,,
"Wenji, Sample Buffer",,,,,,,,
"Wenji, Collection Buffer",,,,,,,,
,,,,,,,,
Tube Inoculation Date:  6-1-20, Read 1: ,Read 2: ,Read 3:,Comments,,,,
LB Sort 1,-,-,-,,,,,
Sheath- Sort 1,-,-,-,,,,,
Sample Buffer sort 1,-,-,-,,,,,
LB Sort 2,-,-,-,,,,,
Sheath Sort 2,-,-,-,,,,,
,,,,,,,,
Tube Inoculation Date:  6-15-20, Read 1: ,Read 2: ,Read 3:,Comments,,,,
LB ,-,-,-,,,,,
Sheath,-,-,-,,,,,
"Wenji, Sample Buffer",-,-,-,,,,,
"Wenji, Collection Buffer",-,-,-,,,,,
"Ian, Collection Buffer",-,-,-,,,,,
,,,,,,,,
Tube Inoculation Date:  6-17-20, Read 1: ,Read 2: ,Read 3:,Comments,,,,
LB ,-,-,-,,,,,
Sheath,-,-,-,,,,,
"Vikas, Sample Buffer",-,-,-,,,,,
"Vikas, Collection Buffer",-,-,-,,,,,
,,,,,,,,
Tube Inoculation Date:  6-18-20, Read 1: ,Read 2: ,Read 3:,Comments,,,,
LB ,-,-,-,,,,,
Sheath,-,-,-,,,,,
"Chrissy, Collection Buffer",-,-,-,,,,,
,,,,,,,,
Tube Inoculation Date:  6-19-20, Read 1: ,Read 2: ,Read 3:,Comments,,,,
LB ,-,-,-,,,,,
Sheath,-,-,-,,,,,
"Ian, Collection Buffer",-,-,-,,,,,
,,,,,,,,
Tube Inoculation Date:  6-22-20, Read 1: ,Read 2: ,Read 3:,Comments,,,,
LB ,-,-,-,,,,,
Sheath,-,-,-,,,,,
Wenji Sample Buffer,-,-,-,,,,,
"Wenji, Collection Buffer",-,-,-,,,,,
,,,,,,,,
Tube Inoculation Date:  6-23-20, Read 1: ,Read 2: ,Read 3:,Comments,,,,
LB ,-,-,-,,,,,
Sheath,-,-,-,,,,,
"Vikas, Sample Buffer",-,-,-,,,,,
"Vikas, Collection Buffer",-,-,-,,,,,
,,,,,,,,
Tube Inoculation Date:  6-24-20, Read 1: ,Read 2: ,Read 3:,Comments,,,,
LB ,-,-,-,,,,,
Sheath,-,-,-,,,,,
PBS,-,-,-,,,,,
"Vikas, Collection Buffer",-,-,-,,,,,
,,,,,,,,
Tube Inoculation Date:  6-26-20, Read 1: ,Read 2: ,Read 3:,Comments,,,,
LB ,-,-,-,,,,,
Sheath,-,-,-,,,,,
PBS,-,-,-,,,,,
"Ryan, Collection Buffer",-,-,-,,,,,
,,,,,,,,
Tube Inoculation Date:  6-30-20, Read 1: ,Read 2: ,Read 3:,Comments,,,,
LB ,-,-,-,,,,,
Sheath,-,-,-,,,,,
Wenji Sample Buffer,-,-,-,,,,,
"Wenji, Collection Buffer",-,-,-,,,,,
,,,,,,,,
Tube Inoculation Date: 7-1-20, Read 1:   ,Read 2: ,Read 3:,Comments,,,,
LB,-,-,-,,,,,
Sheath,-,-,-,,,,,
"Vikas, Sample Buffer",-,-,-,,,,,
"Vikas, Collection Buffer",-,-,-,,,,,
,,,,,,,,
Tube Inoculation Date: 7-2-20, Read 1:   ,Read 2: ,Read 3:,Comments,,,,
LB,-,-,-,,,,,
Sheath,-,-,-,,,,,
"Ryan, Sample Buffer",-,-,-,,,,,
"Allan, Sample Buffer",-,-,-,,,,,
"Allan, Collection Buffer",-,-,-,,,,,
,,,,,,,,
Tube Inoculation Date: 7-9-20, Read 1:   ,Read 2: ,Read 3:,Comments,,,,
LB,-,-,-,,,,,
Sheath,-,-,-,,,,,
"Lushen, Sample Buffer",-,-,-,,,,,
"Lushen, Collection Buffer",-,-,-,,,,,
,,,,,,,,
Tube Inoculation Date: 7-15-20, Read 1:   ,Read 2: ,Read 3:,Comments,,,,
LB,-,-,-,,,,,
Sheath,-,-,-,,,,,
"Wenji, Sample Buffer",-,-,-,,,,,
"Wenji, Collection Buffer",-,-,-,,,,,
,,,,,,,,
Tube Inoculation Date: 7-21-20, Read 1:   ,Read 2: ,Read 3:,Comments,,,,
LB,-,-,-,,,,,
Sheath,-,-,-,,,,,
"Nisha, Sample Buffer",-,-,-,,,,,
"NIsha, Collection Buffer",-,-,-,,,,,
,,,,,,,,
Tube Inoculation Date: 7-22-20, Read 1:   ,Read 2: ,Read 3:,Comments,,,,
LB,-,-,-,,,,,
Sheath,-,-,-,,,,,
"Manoj, Sample Buffer",-,-,-,,,,,
,,,,,,,,
Tube Inoculation Date: 8-4-20, Read 1: ,Read 2: ,Read 3:,Comments,,,,
LB,-,-,-,,,,,
Sheath,-,-,-,,,,,
"Ian, Collection Buffer",-,-,-,,,,,
,,,,,,,,
Tube Inoculation Date: 8-5-20, Read 1: ,Read 2: ,Read 3:,Comments,,,,
LB,-,-,-,,,,,
Sheath,-,-,-,,,,,
"Brandon, Sample Buffer",-,-,-,,,,,
"Brandon, Collection Buffer",-,-,-,,,,,
,,,,,,,,
Tube Inoculation Date: 8-6-20, Read 1: ,Read 2: ,Read 3:,Comments,,,,
LB,-,-,-,,,,,
Sheath,-,-,-,,,,,
"Lushen, Sample Buffer",-,-,-,,,,,
"Lushen, Collection Buffer",-,-,-,,,,,
,,,,,,,,
Tube Inoculation Date: 8-7-20, Read 1: ,Read 2: ,Read 3:,Comments,,,,
LB,-,,,,,,,
Sheath,-,,,,,,,
,,,,,,,,
Tube Inoculation Date: 8-11-20, Read 1: ,Read 2: ,Read 3:,Comments,,,,
LB,-,-,-,,,,,
Sheath,-,-,-,,,,,
"Lushen, Sample Buffer",-,-,-,,,,,
"Lushen, Collection Buffer",-,-,-,,,,,
,,,,,,,,
Tube Inoculation Date: 8-12-20, Read 1: ,Read 2: ,Read 3:,Comments,,,,
LB,-,-,-,,,,,
Sheath,-,-,-,,,,,
"Brandon, Sample Buffer",-,-,-,,,,,
"Lushen, Sample Buffer",-,-,-,,,,,
"Lushen, Collection Buffer",-,-,-,,,,,
,,,,,,,,
Tube Inoculation Date: 8-13-20, Read 1: ,Read 2: ,Read 3:,Comments,,,,
LB,-,-,,,,,,
Sheath,-,-,,,,,,
"Vikas, Sample Buffer",-,-,,,,,,
"Vikas, Collection Buffer",-,-,,,,,,
,,,,,,,,
Tube Inoculation Date: 8-17-20, Read 1: ,Read 2: ,Read 3:,Comments,,,,
LB,-,-,-,,,,,
Sheath,-,-,-,,,,,
"Wenji, Sample Buffer",-,-,-,,,,,
"Wenji, Collection Buffer",-,-,-,,,,,
,,,,,,,,
Tube Inoculation Date: 8-18-20, Read 1: ,Read 2: ,Read 3:,Comments,,,,
LB,-,-,-,,,,,
Sheath,-,-,-,,,,,
"Lushen, Sample Buffer",-,-,-,,,,,
"Lushen, Collection Buffer",-,-,-,,,,,
,,,,,,,,
Tube Inoculation Date: 8-19-20, Read 1: ,Read 2: ,Read 3:,Comments,,,,
LB,,,,,,,,
Sheath,,,,,,,,
"Kevin, Sample Buffer",,,,,,,,
,,,,,,,,
Tube Inoculation Date: 8-25-20, Read 1: ,Read 2: ,Read 3:,Comments,,,,
LB,-,-,-,,,,,
Sheath,-,-,-,,,,,
"Young, Sample Buffer",-,-,-,,,,,
"Young, Collection Buffer",-,-,-,,,,,
,,,,,,,,
Tube Inoculation Date: 8-26-20, Read 1: ,Read 2: ,Read 3:,Comments,,,,
LB,-,-,-,,,,,
Sheath,-,-,-,,,,,
"Vikas, Sample Buffer",-,-,-,,,,,
"Vikas, Collection Buffer",-,-,-,,,,,
,,,,,,,,
Tube Inoculation Date: 8-27-20, Read 1: ,Read 2: ,Read 3:,Comments,,,,
LB,-,-,-,,,,,
Sheath,-,-,-,,,,,
"Lushen, Sample Buffer",-,-,-,,,,,
"Lushen, Collection Buffer",-,-,-,,,,,
,,,,,,,,
Tube Inoculation Date: 8-28-20, Read 1: ,Read 2: ,Read 3:,Comments,,,,
LB,-,-,-,,,,,
Sheath,-,-,-,,,,,
"Vikas, Sample Buffer",-,-,-,,,,,
"Vikas, Collection Buffer",-,-,-,,,,,
,,,,,,,,
Tube Inoculation Date: 9-3-19, Read 1: 9-4-19,Read 2: 9-5-19,Read 3: 9-6-19,Comments,,,,
LB,-,-,-,,,,,
Sheath,-,-,-,,,,,
"Allan, Sample Buffer",-,-,-,,,,,
"Allan, Collection Buffer",-,-,-,,,,,
,,,,,,,,
Tube Inoculation Date: 8-5-19,Read 1:  09-06,Read 2: 09-09,,Comments,,,,
1- ctrl,-,-,,inoculatied 09/04 but platted on 09/05,,,,
2- sheath Brandon,-,-,,,,,,
3- FACS Buffer Brandon,-,-,,,,,,
4- collection buffer brandon,-,-,,,,,,
5- sheath Tilia,-,-,,,,,,
6- collection Tilia,-,-,,,,,,
,,,,,,,,
Tube Inoculation Date: 9-5-19, Read 1:  9-6-19,Read 2: 9-9-19,Read 3: ,Comments,,,,
LB,-,-,,,,,,
Sheath,-,-,,,,,,
"Vikas, Sample Buffer",-,-,,,,,,
"Vikas, Collection Buffer",-,-,,,,,,
,,,,,,,,
Tube Inoculation Date: 9-10-19, Read 1:  9-11-19,Read 2: 9-12-19,Read 3: 9-13-19,Comments,,,,
LB,-,-,-,,,,,
Sheath,-,-,-,,,,,
"Wenji, Sample Buffer",-,-,-,,,,,
"Wenji, Collection Buffer",-,-,-,,,,,
"Courtney, Sample Buffer",-,-,-,,,,,
,,,,,,,,
Tube Inoculation Date: 9-11-19, Read 1:  9-12-19,Read 2: 9-13-19,Read 3: ,Comments,,,,
LB,-,-,-,,,,,
Sheath,-,-,-,,,,,
Vikas Sample Buffer,-,-,-,,,,,
"Lushen, Sample Buffer",-,-,-,,,,,
"Lushen, CollectionBuffer",-,-,-,,,,,
,,,,,,,,
Tube Inoculation Date: 9-15-20, Read 1:  ,Read 2: ,Read 3:,Comments,,,,
LB,-,-,-,,,,,
Sheath,-,-,-,,,,,
"Vikas, Sample Buffer",-,-,-,,,,,
"Vikas, Collection Buffer",-,-,-,,,,,
,,,,,,,,
Tube Inoculation Date: 9-16-20, Read 1:  ,Read 2: ,Read 3:,Comments,,,,
LB,-,-,-,,,,,
Sheath,-,-,-,,,,,
"Allan, Sample Buffer",-,-,-,,,,,
"Wenji, Sample Buffer",-,-,-,,,,,
"Wenji, Collection Buffer",-,-,-,,,,,
,,,,,,,,
Tube Inoculation Date: 9-23-20, Read 1:  ,Read 2: ,Read 3:,Comments,,,,
LB,-,-,-,,,,,
Sheath,-,-,-,,,,,
"Vikas, Sample Buffer",+,,,User contacted 9-24,,,,
"Vikas, Collection Buffer",-,-,-,,,,,
,,,,,,,,
Tube Inoculation Date: 9-25-20, Read 1:  ,Read 2: ,Read 3:,Comments,,,,
LB,-,-,-,,,,,
Sheath,-,-,-,,,,,
"Vikas, Sample Buffer",-,-,-,,,,,
"Vikas, Collection Buffer",-,-,-,,,,,
,,,,,,,,
Tube Inoculation Date: 9-28-20, Read 1:  ,Read 2: ,Read 3:,Comments,,,,
LB,-,-,-,,,,,
Sheath,-,-,-,,,,,
"Trevor, Sample Buffer",-,-,-,,,,,
,,,,,,,,
Tube Inoculation Date: 9-29-20, Read 1:  ,Read 2: ,Read 3:,Comments,,,,
LB,-,-,-,,,,,
Sheath,-,-,-,,,,,
"JuanJuan, Sample Buffer",-,-,-,,,,,
,,,,,,,,
Tube Inoculation Date: 10-01-20, Read 1:   ,Read 2: ,Read 3: ,Comments,,,,
LB,-,-,-,,,,,
Sheath,-,-,-,,,,,
"Brandon, Sample Buffer",-,-,-,,,,,
"Brandon, Collection Buffer",-,-,-,,,,,
,,,,,,,,
Tube Inoculation Date: 10-09-20, Read 1:   ,Read 2: ,Read 3: ,Comments,,,,
LB,-,-,-,,,,,
Sheath,-,-,-,,,,,
"Vikas, Sample Buffer",-,-,-,,,,,
"Vikas, Collection Buffer",-,-,-,,,,,
,,,,,,,,
Tube Inoculation Date: 10-12-20, Read 1:   ,Read 2: ,Read 3: ,Comments,,,,
LB,-,-,-,,,,,
Sheath,-,-,-,,,,,
"Wenji, Sample Buffer",-,-,-,,,,,
"Wenji, Collection Buffer",-,-,-,,,,,
,,,,,,,,
Tube Inoculation Date: 10-13-20, Read 1:   ,Read 2: ,Read 3: ,Comments,,,,
LB,-,-,-,,,,,
Sheath,-,-,-,,,,,
"Wenji, Sample Buffer",-,-,-,,,,,
"Wenji, Collection Buffer",-,-,-,,,,,
,,,,,,,,
Tube Inoculation Date: 10-14-20, Read 1:   ,Read 2: ,Read 3: ,Comments,,,,
LB,-,-,-,,,,,
Sheath,-,-,-,,,,,
,,,,,,,,
Tube Inoculation Date: 10-15-20, Read 1:   ,Read 2: ,Read 3: ,Comments,,,,
LB,-,-,-,,,,,
Sheath,-,-,-,,,,,
,,,,,,,,
Tube Inoculation Date: 10-16-20, Read 1:   ,Read 2: ,Read 3: ,Comments,,,,
LB,-,-,-,,,,,
Sheath,-,-,-,,,,,
,,,,,,,,
Tube Inoculation Date: 10-19-20, Read 1:   ,Read 2: ,Read 3: ,Comments,,,,
LB,-,-,-,,,,,
Sheath,-,-,-,,,,,
"Brittany, Sample Buffer",-,-,-,,,,,
,,,,,,,,
Tube Inoculation Date: 10-20-20, Read 1:   ,Read 2: ,Read 3: ,Comments,,,,
LB,-,-,-,,,,,
Sheath,-,-,-,,,,,
"Lushen, Sample Buffer",-,-,-,,,,,
"Lushen, Collection Buffer",-,-,-,,,,,
,,,,,,,,
Tube Inoculation Date: 10-26-20, Read 1:   ,Read 2: ,Read 3: ,Comments,,,,
LB,-,-,-,,,,,
Sheath,-,-,-,,,,,
"Vikas, Sample Buffer",-,+,N/A,User notified 10/28,,,,
"Vikas, Collection Buffer",-,+,N/A,User notified 10/28,,,,
,,,,,,,,
Tube Inoculation Date: 10-28-20, Read 1:   ,Read 2: ,Read 3: ,Comments,,,,
LB,-,-,-,,,,,
Sheath,-,-,-,,,,,
"Vikas, Sample Buffer",+,N/A,,User notified 10/29,,,,
"Vikas, Collection Buffer",+,N/A,,User notified 10/29,,,,
,,,,,,,,
Tube Inoculation Date:  11-03-2020, Read 1:   11/09/20,Read 2: ,Read 3: ,Comments,,,,
LB,-,,,,,,,
Sheath,-,,,,,,,
"Vikas, Sample Buffer",+,,,,,,,
"Vikas, Collection Buffer",-,discarded,,,,,,
,,,,,,,,
,,,,,,,,
Tube Inoculation Date:  11/06/20, Read 1:   11/09/20,Read 2:  11-10-20,Read 3:  11/11/2020,Comments,,,,
LB,-,-,-,,,,,
Sheath,-,-,-,,,,,
"Vikas, Sample Buffer",-,-,-,,,,,
"Vikas, FBS",-,-,+,discarded,,,,
,,,,,,,,
Tube Inoculation Date:  11/09/20, Read 1:   11/10/20,Read 2:  11/11/2020,Read 3:  11/12/20,Comments,,,,
LB,-,-,-,,,,,
Sheath,-,-,-,,,,,
"Vikas, Sample Buffer",-,-,-,,,,,
"Vikas, FBS",-,-,-,discarded,,,,
,,,,,,,,
Tube Inoculation Date:  11/11/20, Read 1:   11/12/10,Read 2: ,Read 3: ,Comments,,,,
LB,-,,,,,,,
Sheath,-,,,,,,,
"Vikas, Sample Buffer",-,,,,,,,
"Vikas, FBS",-,,,,,,,
,,,,,,,,
Tube Inoculation Date:  11/16/20, Read 1:   ,Read 2: ,Read 3: ,Comments,,,,
LB,-,-,-,,,,,
Sheath,-,-,-,,,,,
"Ian, Sample Buffer",-,-,-,,,,,
"Courtney, Sample Buffer",-,-,-,,,,,
